solicitud_id,fecha_solicitud,edad,sector,antiguedad_laboral_anios,antiguedad_empresa_anios,ingreso_mensual,deuda_actual,num_creditos_previos,buro_score,monto_solicitado,plazo_meses,tasa_interes,default_90d
CR-101539,2024-09-13,55,Comercio,32,9.7,4315.07,7613.76,2,504.0,22509.72,18,0.2063,0
CR-105526,2024-09-29,43,Servicios,19,15.0,2395.88,1956.77,2,653.0,11733.09,12,0.1983,0
CR-104134,2025-01-16,26,Comercio,3,16.0,1940.26,5018.32,3,503.0,6632.23,12,0.2216,0
CR-100864,2025-04-03,30,Comercio,6,9.3,5014.18,10026.16,1,565.0,11216.65,18,0.1963,1
CR-105779,2024-12-07,31,Servicios,10,1.8,1390.66,4977.86,1,300.0,3448.08,18,0.3022,1
CR-102433,2024-01-15,39,Comercio,16,1.7,3488.09,6571.28,3,512.0,14464.58,12,0.2064,0
CR-105240,2024-07-28,47,Servicios,24,5.1,2546.14,1588.76,1,491.0,8894.46,6,0.2467,0
CR-104303,2024-12-02,31,Comercio,9,5.7,1590.73,5729.16,2,345.0,10551.75,6,0.286,0
CR-103328,2025-04-16,31,Tecnología,7,6.4,3689.45,3893.48,2,533.0,5972.32,36,0.1921,0
CR-103101,2025-01-27,32,Comercio,10,10.8,8726.45,34080.83,2,366.0,69170.56,18,0.255,1
CR-103362,2024-05-18,40,Servicios,16,9.9,2455.56,7885.7,1,,11056.79,6,0.288,0
CR-102568,2023-05-08,18,Comercio,0,6.7,3450.27,0.0,0,659.0,9976.91,6,0.1814,0
CR-104466,2023-10-31,38,Servicios,18,2.0,1374.2,5135.13,1,300.0,7467.03,18,0.2617,1
CR-100890,2023-08-01,29,Comercio,7,11.0,3412.52,12557.17,2,313.0,22740.47,12,0.2816,1
CR-104811,2023-06-13,34,Manufactura,12,3.3,2837.67,4959.15,1,455.0,20519.8,36,0.2357,0
CR-100698,2024-08-25,28,Agro,8,16.5,3995.46,2990.05,1,653.0,7001.81,24,0.1876,0
CR-104139,2023-02-03,41,Comercio,22,12.8,,0.0,0,706.0,58195.95,36,0.1471,0
CR-100293,2024-12-19,18,Comercio,0,6.6,2322.68,7054.95,5,370.0,5489.93,6,0.268,0
CR-104055,2025-01-06,42,Servicios,20,7.4,2787.51,7835.61,3,349.0,4268.86,24,0.2739,0
CR-102724,2025-05-18,32,Agro,10,7.1,,13014.79,1,391.0,21781.19,12,0.2438,0
CR-102297,2024-05-12,30,Comercio,11,5.4,3857.74,9484.14,2,440.0,27112.72,48,0.2305,0
CR-103788,2025-05-31,58,Servicios,39,5.2,9383.27,19180.3,1,534.0,22853.83,36,0.2252,0
CR-104041,2024-11-10,36,Tecnología,14,2.3,7002.12,14908.46,2,468.0,34876.56,18,0.2509,0
CR-101112,2023-09-16,25,Comercio,5,6.3,6497.99,19996.93,1,419.0,48560.57,24,0.2472,0
CR-100631,2025-01-22,66,Tecnología,47,3.7,3159.11,0.0,0,600.0,7591.51,12,0.1833,0
CR-100212,2024-08-28,38,Tecnología,19,4.5,2895.26,0.0,0,649.0,11871.28,18,0.1658,0
CR-104054,2024-08-21,44,Agro,25,15.5,2966.0,0.0,0,556.0,19027.07,12,0.222,0
CR-105494,2023-01-21,47,Agro,25,4.1,2228.02,76.13,1,585.0,10573.11,36,0.1903,0
CR-101609,2025-05-24,34,Comercio,10,2.5,4835.78,0.0,0,620.0,36191.31,12,0.1982,0
CR-105886,2024-11-03,42,Servicios,24,4.7,1605.49,0.0,0,583.0,5438.05,6,0.2127,0
CR-104377,2024-08-04,37,Manufactura,15,11.6,3608.11,11749.63,3,417.0,28124.9,6,0.247,1
CR-102376,2024-11-03,44,Construcción,24,7.1,4679.31,5954.23,1,515.0,16694.13,6,0.2136,0
CR-100198,2025-02-04,38,Tecnología,20,3.0,2830.13,5751.87,1,503.0,11139.83,12,0.1966,0
CR-105836,2024-12-04,48,Manufactura,29,5.0,3653.33,0.0,0,575.0,18627.94,12,0.2122,0
CR-103781,2025-03-16,18,Manufactura,0,0.6,2269.22,0.0,0,652.0,6417.54,24,0.1657,0
CR-105916,2025-03-29,39,Agro,20,6.5,3611.85,0.0,0,638.0,26470.97,12,0.189,0
CR-105311,2024-10-09,27,Construcción,8,9.1,4674.84,3247.21,5,504.0,7643.13,36,0.2225,0
CR-103065,2023-11-28,38,Agro,14,0.7,1688.23,2934.11,1,348.0,6554.45,24,0.2584,0
CR-105154,2025-06-08,45,Servicios,22,6.4,7059.65,207.32,2,660.0,50448.57,36,0.1858,0
CR-103944,2024-01-07,52,Comercio,29,5.8,8932.45,28465.87,1,421.0,32835.13,12,0.2435,1
CR-101934,2023-10-31,23,Servicios,1,3.8,5259.21,3877.79,3,706.0,29025.37,24,0.1622,0
CR-103535,2023-12-21,23,Manufactura,3,10.6,5290.38,7309.58,1,496.0,33409.97,12,0.2132,0
CR-100570,2025-06-13,22,Agro,0,7.3,3620.35,8251.44,2,491.0,25739.27,18,0.2318,1
CR-103141,2023-02-27,71,Manufactura,53,8.6,12734.84,39343.75,2,496.0,85895.51,24,0.226,1
CR-103728,2024-12-28,41,Servicios,22,5.0,3129.25,10428.73,3,368.0,23223.16,48,0.2562,1
CR-102631,2024-05-07,27,Manufactura,6,3.9,4981.99,3225.35,3,605.0,26673.71,24,0.1596,0
CR-100295,2025-03-26,40,Servicios,16,4.8,2889.72,7268.25,2,323.0,7543.45,24,0.2901,0
CR-103171,2024-12-23,46,Tecnología,24,1.6,4940.87,16870.9,2,300.0,9526.19,12,0.2773,1
CR-102876,2024-12-08,23,Construcción,0,12.2,14823.81,33222.75,2,629.0,109722.58,24,0.1901,0
CR-104528,2024-12-12,30,Tecnología,8,5.7,8710.9,32683.02,1,355.0,30782.09,12,0.2734,0
CR-104788,2023-12-16,60,Comercio,41,5.2,7290.09,17721.11,1,449.0,39177.96,24,0.2195,0
CR-104534,2023-12-11,38,Agro,18,5.2,3305.61,8361.87,1,421.0,7893.88,36,0.2434,0
CR-104348,2024-08-22,42,Servicios,19,14.7,,3150.52,2,534.0,8542.53,18,0.2291,0
CR-103310,2025-01-21,32,Servicios,8,4.8,3208.95,5252.58,1,553.0,21681.47,24,0.1967,0
CR-101204,2025-01-15,31,Comercio,13,0.7,3888.56,0.0,0,683.0,20352.86,36,0.1543,0
CR-104794,2023-02-02,51,Agro,31,1.9,6586.42,21947.61,1,418.0,30506.52,12,0.2328,0
CR-100567,2025-02-06,31,Agro,10,6.2,2403.53,7661.91,3,363.0,4560.66,18,0.2797,0
CR-102446,2024-11-24,34,Comercio,13,1.5,2272.95,1510.14,3,511.0,3451.77,24,0.237,0
CR-103000,2024-10-26,52,Comercio,34,26.9,2118.11,8331.77,2,300.0,12112.87,18,0.2802,0
CR-102439,2025-01-28,37,Agro,18,12.9,6604.52,6325.55,1,643.0,29750.73,36,0.1805,0
CR-104571,2024-10-23,56,Comercio,38,7.5,9190.78,23544.07,2,588.0,14558.2,12,0.1682,0
CR-105659,2023-09-23,40,Servicios,20,15.0,1721.74,0.0,0,623.0,6177.88,48,0.1979,0
CR-102085,2024-10-08,47,Servicios,27,7.3,6936.1,11843.95,2,520.0,29748.24,12,0.2225,0
CR-102509,2023-09-19,35,Servicios,12,5.7,7795.16,22839.54,2,440.0,32717.89,36,0.2342,1
CR-103623,2025-04-14,50,Construcción,30,7.3,3856.7,543.9,2,575.0,28922.63,24,0.1662,0
CR-104665,2024-06-14,48,Construcción,27,2.3,9090.77,19171.56,1,612.0,64909.47,18,0.1799,0
CR-105021,2023-06-10,50,Tecnología,31,6.4,3659.63,8788.39,2,407.0,26708.04,48,0.2693,1
CR-101645,2024-10-08,39,Agro,20,4.1,3874.57,0.0,0,653.0,11475.24,48,0.1625,0
CR-103815,2024-12-07,30,Agro,6,6.5,1338.91,2139.24,1,401.0,9998.31,36,0.2557,0
CR-105308,2024-02-19,53,Comercio,33,12.5,3254.1,0.0,0,608.0,12635.51,6,0.1781,0
CR-100750,2023-08-06,38,Tecnología,20,6.4,2403.42,6339.54,2,405.0,12011.1,18,0.3099,1
CR-101161,2025-04-20,34,Manufactura,14,1.4,3802.22,4066.29,2,534.0,28538.65,18,0.2311,1
CR-104001,2025-03-29,48,Servicios,26,5.0,,0.0,0,588.0,15424.56,24,0.1966,0
CR-102074,2024-03-01,39,Servicios,19,7.6,2290.8,1346.7,1,632.0,14005.37,36,0.1636,0
CR-100277,2025-03-17,26,Tecnología,8,8.5,2531.1,4617.34,2,473.0,6837.27,12,0.211,0
CR-104254,2023-09-22,29,Tecnología,9,7.1,3012.3,286.88,2,618.0,15470.12,12,0.192,0
CR-101146,2023-01-12,43,Servicios,22,12.2,1550.95,4350.93,2,324.0,3940.28,12,0.2697,1
CR-100294,2025-01-04,35,Comercio,12,9.9,1934.33,5488.87,2,343.0,3338.93,36,0.2582,0
CR-100977,2024-02-09,33,Tecnología,11,3.7,2480.62,389.17,2,,9133.63,6,0.2219,0
CR-104355,2025-02-24,30,Servicios,12,9.4,5743.58,0.0,0,698.0,30314.28,24,0.1699,0
CR-101761,2024-07-10,29,Comercio,8,1.5,6289.09,7976.83,1,593.0,16997.99,6,0.2083,0
CR-103018,2024-04-25,42,Servicios,21,7.9,4571.57,3825.6,1,629.0,9792.44,12,0.1891,0
CR-101168,2023-03-11,33,Tecnología,15,4.0,3242.12,10831.39,2,300.0,9938.01,12,0.3063,0
CR-103517,2024-07-19,37,Comercio,15,15.9,2330.14,2072.1,2,599.0,15019.73,24,0.1921,0
CR-102314,2025-06-14,43,Comercio,25,5.0,3769.88,7895.22,1,421.0,17267.1,12,0.2524,0
CR-103324,2024-07-27,48,Tecnología,26,7.1,10283.43,19479.35,3,,44719.18,6,0.1678,0
CR-103545,2025-04-20,31,Servicios,13,4.4,2753.22,3140.48,1,525.0,6611.31,36,0.2116,0
CR-104630,2024-01-15,19,Comercio,1,3.1,3401.58,0.0,0,612.0,7646.9,36,0.1786,0
CR-101369,2024-12-14,49,Tecnología,26,16.6,2621.39,0.0,0,673.0,14622.75,6,0.1841,0
CR-105668,2024-10-05,31,Tecnología,11,30.3,6387.4,8729.65,1,598.0,33855.26,18,0.2295,0
CR-100904,2025-01-17,31,Servicios,7,7.5,3791.83,2471.86,2,601.0,13653.93,12,0.1658,0
CR-104163,2024-01-13,23,Manufactura,1,2.0,1940.05,7185.33,2,315.0,7737.68,12,0.2885,1
CR-102585,2023-09-23,49,Agro,29,5.8,7382.54,8578.14,1,606.0,12797.41,48,0.2127,0
CR-105034,2023-09-25,49,Tecnología,25,10.6,2477.71,6893.66,1,389.0,14044.82,12,0.2636,0
CR-104880,2024-04-03,32,Servicios,10,11.8,6729.06,8169.57,2,483.0,11206.26,48,0.2198,0
CR-101314,2024-01-01,44,Servicios,24,10.4,1712.44,0.0,0,619.0,5440.16,36,0.169,0
CR-104085,2024-05-21,38,Servicios,18,7.8,3776.7,13570.62,1,310.0,23358.84,24,0.2621,0
CR-103915,2023-01-22,35,Manufactura,12,13.7,6910.95,3690.88,1,634.0,21569.75,18,0.1951,0
CR-101726,2024-10-01,28,Servicios,9,5.8,4155.61,414.95,5,653.0,32977.52,48,0.1705,0
CR-102357,2024-04-16,42,Comercio,18,9.9,1533.24,5361.18,1,319.0,2972.87,12,0.2639,1
CR-104841,2025-04-27,27,Comercio,7,9.2,13119.97,33042.23,1,507.0,66679.1,18,0.2239,0
CR-105334,2024-07-16,50,Agro,30,6.1,5018.51,16788.96,1,300.0,36479.18,18,0.2772,1
CR-105225,2025-04-03,42,Manufactura,23,7.5,3683.87,11002.4,2,395.0,18903.16,18,0.2887,1
CR-104808,2023-03-30,32,Manufactura,9,12.0,4042.08,0.0,0,622.0,28067.11,18,0.1679,0
CR-105020,2024-03-19,29,Servicios,9,26.0,5196.28,13690.45,1,474.0,21989.9,12,0.2247,0
CR-104430,2023-02-10,37,Agro,14,2.9,2065.64,5713.66,4,440.0,14032.36,48,0.2075,0
CR-104625,2025-02-27,42,Comercio,18,4.8,3195.94,2318.37,2,560.0,23018.05,24,0.196,0
CR-101397,2025-02-27,36,Manufactura,16,8.4,4901.3,18541.46,2,314.0,15320.29,12,0.3023,1
CR-101244,2024-07-16,49,Servicios,29,9.3,4584.04,1124.03,1,637.0,31555.35,24,0.1622,0
CR-100833,2023-04-10,34,Servicios,14,7.4,902.35,2881.37,2,300.0,4684.23,12,0.2622,1
CR-100149,2025-06-12,40,Tecnología,19,3.3,10206.42,5553.17,4,678.0,28279.39,36,0.1742,0
CR-103647,2024-05-24,34,Servicios,16,4.4,6847.4,21374.93,1,478.0,12701.95,36,0.2232,0
CR-102348,2024-11-16,55,Tecnología,33,9.1,3391.53,5305.03,2,453.0,7695.48,48,0.2207,0
CR-104962,2023-04-16,41,Manufactura,18,8.5,3528.1,9072.14,1,,17360.07,18,0.2857,0
CR-100184,2025-03-28,43,Comercio,20,1.2,,8470.72,1,544.0,12658.76,6,0.186,0
CR-100887,2024-07-27,33,Servicios,9,15.2,1760.33,272.31,1,606.0,12508.78,18,0.1797,0
CR-100920,2023-02-17,35,Construcción,17,5.3,4787.04,12242.71,5,473.0,20270.63,36,0.2186,0
CR-101487,2025-06-09,23,Servicios,1,25.4,2566.72,2420.16,1,514.0,5994.67,48,0.2233,0
CR-102926,2024-04-13,47,Tecnología,27,6.5,1434.82,4387.31,1,365.0,5401.26,18,0.2555,0
CR-103634,2023-05-18,36,Comercio,17,5.2,4190.07,619.39,2,709.0,30567.0,18,0.181,0
CR-104994,2024-06-11,43,Tecnología,24,7.6,3363.44,5693.79,3,538.0,25362.6,6,0.2225,0
CR-105167,2025-03-05,26,Construcción,8,5.8,4513.2,0.0,0,724.0,27757.68,24,0.1336,0
CR-100672,2023-04-13,30,Agro,12,13.0,6715.16,12065.54,3,590.0,32260.99,18,0.2128,0
CR-101908,2024-06-24,33,Servicios,10,17.7,8244.29,13449.21,1,566.0,14174.04,24,0.198,0
CR-102108,2023-05-17,29,Manufactura,6,8.2,6165.94,17116.3,1,429.0,9440.05,6,0.2565,0
CR-102035,2024-10-09,46,Comercio,25,6.5,10598.34,6972.2,1,739.0,75181.69,12,0.1456,0
CR-102231,2024-02-23,26,Servicios,2,5.8,3183.84,955.45,1,578.0,14086.62,6,0.2046,0
CR-100264,2025-06-16,43,Agro,21,1.1,11978.02,10624.88,1,681.0,68979.79,6,0.1482,0
CR-103299,2024-08-10,40,Tecnología,18,8.2,2185.35,7949.46,1,322.0,14879.68,36,0.2706,1
CR-102504,2023-11-08,51,Construcción,29,7.8,5615.12,14083.11,3,438.0,13327.61,6,0.2252,0
CR-105568,2024-11-16,37,Manufactura,15,14.1,4219.01,6658.82,5,522.0,29317.95,18,0.2143,0
CR-101411,2024-07-28,63,Servicios,39,5.2,2477.52,0.0,0,747.0,11816.17,12,0.1524,0
CR-105611,2023-04-10,30,Comercio,10,2.8,,0.0,0,623.0,13373.03,36,0.1429,0
CR-103030,2024-10-20,37,Servicios,14,11.9,2356.08,7637.57,2,389.0,18076.67,12,0.2484,1
CR-100209,2024-01-12,34,Servicios,14,16.0,4460.02,0.0,0,679.0,31547.68,12,0.1792,0
CR-105637,2025-01-28,51,Construcción,30,4.2,4523.38,8995.51,1,476.0,19487.45,36,0.2164,0
CR-102250,2023-03-10,27,Construcción,8,4.5,3131.55,10449.7,2,365.0,17323.19,24,0.2575,0
CR-102395,2024-02-18,25,Comercio,1,2.5,2534.98,0.0,0,630.0,17149.46,6,0.1795,0
CR-104741,2024-06-06,37,Comercio,16,5.0,8472.74,24770.04,3,466.0,62250.5,18,0.2317,0
CR-101500,2025-06-18,32,Comercio,14,6.3,1337.45,4077.82,3,376.0,8880.61,12,0.2533,1
CR-102291,2024-08-05,51,Comercio,31,11.5,4323.43,16348.36,3,300.0,9812.57,12,0.2661,1
CR-101084,2024-06-03,39,Construcción,16,4.7,1917.4,5326.35,2,383.0,12805.32,18,0.2606,0
CR-101267,2023-10-19,45,Construcción,25,10.6,6439.7,11496.69,5,587.0,23646.62,48,0.2201,0
CR-101109,2025-02-26,47,Servicios,26,0.8,11821.79,25189.11,2,610.0,63921.14,48,0.2155,0
CR-103547,2024-03-29,50,Tecnología,26,7.0,2007.2,4723.12,4,353.0,4470.69,48,0.2622,0
CR-102749,2023-05-21,46,Comercio,28,17.3,3767.84,4378.05,4,522.0,16246.96,36,0.2239,0
CR-103454,2025-02-17,54,Comercio,30,2.3,9768.07,22752.5,1,524.0,15729.74,36,0.2286,0
CR-105903,2025-02-28,39,Servicios,18,3.6,2929.88,0.0,0,604.0,18610.82,12,0.199,0
CR-102882,2023-06-20,46,Construcción,28,8.3,2115.81,0.0,0,564.0,12347.74,6,0.2177,0
CR-103437,2023-06-22,39,Manufactura,18,1.7,2184.71,4952.61,4,392.0,7923.06,12,0.2638,0
CR-103322,2023-01-08,40,Tecnología,19,2.3,2692.36,8732.39,2,300.0,17882.56,18,0.2798,1
CR-103966,2024-10-27,27,Comercio,8,6.4,3057.46,9732.94,2,379.0,22517.22,12,0.2385,0
CR-100809,2024-09-30,40,Comercio,21,4.5,4095.52,11321.72,2,366.0,24316.49,24,0.25,1
CR-103170,2024-11-24,50,Servicios,27,6.6,3704.67,5915.09,4,537.0,9364.82,18,0.219,0
CR-103028,2023-10-12,29,Servicios,8,17.0,7464.95,26979.26,2,361.0,15667.87,24,0.2625,0
CR-102875,2025-03-07,18,Servicios,0,3.6,3647.8,13022.6,2,388.0,18594.35,6,0.2709,1
CR-103254,2024-12-08,34,Tecnología,11,7.8,4770.91,13936.99,1,450.0,26853.23,24,0.2336,1
CR-103975,2023-09-19,41,Tecnología,18,5.2,2201.96,4022.26,2,468.0,10946.58,24,0.2338,0
CR-103029,2024-07-29,41,Manufactura,20,17.3,3003.35,0.0,0,657.0,18669.2,36,0.1635,0
CR-105864,2025-04-26,31,Construcción,10,3.6,2464.08,5961.4,1,426.0,17438.03,12,0.2243,0
CR-105550,2023-05-27,46,Comercio,25,6.6,5746.44,4556.28,3,641.0,31440.81,6,0.1786,0
CR-100051,2023-07-13,45,Servicios,21,7.7,7376.61,15248.99,5,546.0,44411.68,12,0.2073,0
CR-105694,2023-09-11,45,Tecnología,22,13.4,1277.22,4565.44,1,,9715.39,6,0.2705,1
CR-104465,2023-07-22,44,Servicios,21,0.6,2108.7,277.79,2,577.0,10431.68,6,0.2071,0
CR-103154,2023-04-08,31,Manufactura,12,12.1,1813.29,0.0,0,618.0,12362.63,12,0.1947,0
CR-101969,2024-03-08,47,Agro,27,2.4,3641.13,12603.89,2,304.0,19181.89,12,0.2745,1
CR-102713,2023-09-14,25,Construcción,2,3.7,1865.72,7271.75,1,300.0,12761.24,18,0.3021,1
CR-101362,2024-03-18,19,Servicios,0,17.9,2947.81,9622.78,2,359.0,21959.2,36,0.2543,1
CR-101514,2023-09-05,19,Agro,0,3.2,5400.26,0.0,0,521.0,38120.84,18,0.1877,0
CR-102152,2023-12-21,29,Comercio,8,11.3,2549.64,7832.36,3,342.0,8753.39,6,0.291,0
CR-105735,2025-01-15,18,Construcción,0,8.2,3968.09,12458.64,1,436.0,16937.73,12,0.2409,0
CR-100112,2024-03-15,31,Comercio,11,6.5,5823.85,4592.38,1,621.0,35488.28,24,0.2025,0
CR-105096,2023-02-10,50,Comercio,28,12.6,5569.03,7454.15,1,550.0,26213.29,18,0.1669,0
CR-100168,2023-05-17,36,Servicios,15,26.2,2396.94,1982.53,1,618.0,9359.22,6,0.1651,0
CR-102322,2023-11-27,51,Tecnología,33,4.0,1367.0,2631.32,1,384.0,5155.84,24,0.2681,0
CR-104797,2024-07-29,47,Servicios,23,9.6,1595.32,2674.65,1,488.0,11234.57,18,0.2406,0
CR-104600,2023-06-22,46,Comercio,23,3.5,2739.2,8195.88,3,328.0,8268.36,6,0.2779,0
CR-105232,2024-06-18,32,Comercio,14,14.4,6029.65,0.0,0,733.0,46744.33,48,0.1857,0
CR-102602,2025-04-14,37,Agro,14,1.2,3841.29,12246.67,2,368.0,7153.06,18,0.284,0
CR-104846,2024-07-23,48,Construcción,25,13.7,4184.09,9439.22,1,500.0,10760.91,24,0.2327,0
CR-104256,2024-01-08,19,Servicios,0,1.7,1809.61,1490.09,1,573.0,11989.87,12,0.2003,0
CR-101245,2024-10-06,39,Tecnología,18,6.1,1636.21,6157.46,1,300.0,8352.0,24,0.2794,0
CR-101354,2023-07-29,59,Agro,39,3.3,3071.51,10606.46,1,337.0,15875.45,18,0.3057,0
CR-103758,2024-05-08,42,Servicios,21,9.1,2097.83,8182.3,1,306.0,4299.84,18,0.2915,1
CR-104235,2023-12-23,45,Tecnología,22,22.2,8647.32,0.0,0,725.0,46675.73,36,0.1632,0
CR-101157,2024-06-08,54,Manufactura,36,9.0,3386.46,10633.27,3,351.0,7249.61,18,0.2737,1
CR-103537,2024-09-14,34,Manufactura,10,6.4,7096.33,1842.4,2,645.0,40784.31,24,0.18,1
CR-105125,2025-03-31,54,Servicios,36,6.3,5464.64,3392.35,1,596.0,18771.87,6,0.1964,0
CR-103326,2025-04-27,44,Comercio,24,1.3,4883.3,0.0,0,,34966.17,12,0.1892,0
CR-104619,2024-11-17,44,Servicios,25,16.7,,6220.31,3,440.0,15959.03,48,0.2655,1
CR-105965,2024-07-14,51,Construcción,29,17.1,3671.68,7918.14,1,510.0,27526.62,12,0.2201,0
CR-101115,2025-01-20,39,Servicios,15,2.9,4846.74,16871.14,4,427.0,38157.9,24,0.2646,0
CR-102483,2023-10-09,38,Construcción,17,6.8,2297.0,0.0,0,595.0,12983.75,12,0.2083,0
CR-100853,2023-01-15,38,Comercio,17,6.9,4058.13,0.0,0,689.0,18737.73,12,0.1645,0
CR-105553,2025-05-20,31,Manufactura,8,9.3,4915.41,11503.14,1,503.0,9028.9,6,0.2276,0
CR-104435,2023-01-13,47,Comercio,26,2.3,1099.13,1014.59,2,559.0,8223.94,24,0.1982,0
CR-105475,2023-07-28,26,Agro,4,1.2,3521.44,10411.64,1,352.0,19223.01,6,0.2865,0
CR-102258,2024-07-23,50,Manufactura,27,11.4,1932.91,0.0,0,497.0,13937.36,12,0.2434,0
CR-103899,2024-12-29,42,Comercio,24,9.9,5325.27,0.0,0,607.0,21050.01,24,0.1931,0
CR-100053,2024-11-03,34,Construcción,14,13.7,1060.89,2773.92,1,373.0,1904.98,6,0.2738,0
CR-104061,2025-01-24,50,Construcción,26,2.8,6610.37,1987.34,1,676.0,35098.28,12,0.1663,0
CR-105390,2025-05-29,56,Manufactura,38,4.5,,1152.35,1,600.0,42192.47,18,0.2005,0
CR-102177,2023-08-09,44,Agro,24,2.3,3577.4,3140.74,1,697.0,7247.85,24,0.144,0
CR-105427,2024-07-15,39,Comercio,20,6.3,2444.89,0.0,0,648.0,11112.27,24,0.1541,0
CR-105483,2024-10-24,54,Servicios,36,3.4,2650.64,8780.07,2,346.0,20987.75,12,0.2761,1
CR-103700,2023-01-20,37,Servicios,19,10.8,4501.37,0.0,0,688.0,32662.58,48,0.1761,0
CR-102552,2025-02-18,33,Tecnología,12,3.3,1979.74,1804.92,2,564.0,5901.02,12,0.2174,0
CR-102008,2025-04-06,51,Construcción,31,13.0,3202.89,5099.3,1,533.0,20875.18,36,0.2108,0
CR-102841,2023-03-25,50,Construcción,26,13.5,1947.63,5787.32,1,404.0,3918.66,6,0.2352,1
CR-101212,2024-04-21,36,Servicios,15,8.2,3268.1,3979.11,1,531.0,12579.2,36,0.244,0
CR-104263,2023-11-16,48,Agro,28,6.3,2393.41,144.07,1,631.0,15553.48,18,0.1465,0
CR-103145,2024-11-21,42,Servicios,19,6.4,8894.74,0.0,0,750.0,64513.42,12,0.1391,0
CR-104448,2024-06-24,53,Servicios,33,5.6,4490.41,16827.96,1,360.0,27826.51,24,0.2581,0
CR-105298,2024-11-21,45,Servicios,23,2.7,5614.2,15627.56,2,418.0,16291.55,18,0.2309,1
CR-103848,2023-03-09,48,Construcción,29,4.8,14269.55,0.0,0,801.0,83187.29,18,0.1341,0
CR-103994,2024-03-14,45,Construcción,25,2.7,7006.03,2757.84,2,627.0,13689.17,6,0.2135,0
CR-105691,2025-03-07,34,Construcción,10,16.3,6254.21,24961.05,2,329.0,49671.83,6,0.2505,1
CR-103591,2024-06-17,53,Agro,34,8.5,3416.24,0.0,0,652.0,20753.89,36,0.1588,0
CR-105670,2023-01-29,32,Servicios,9,4.2,5534.02,6818.08,2,521.0,22885.82,48,0.2169,0
CR-102765,2025-04-14,30,Manufactura,7,1.3,3175.54,2412.24,1,488.0,17283.13,12,0.2136,0
CR-100515,2024-08-22,42,Servicios,24,3.3,2236.74,6656.2,2,381.0,6216.31,12,0.2681,1
CR-105484,2025-05-27,47,Servicios,28,4.9,3185.21,6091.06,3,569.0,6488.72,48,0.2251,0
CR-102709,2025-04-08,37,Construcción,19,4.6,749.08,1603.11,1,409.0,4590.71,12,0.2424,0
CR-100356,2025-01-16,41,Servicios,22,9.1,2496.5,3257.48,2,445.0,13521.55,18,0.23,0
CR-105468,2025-01-16,42,Construcción,22,15.7,1867.79,1276.35,2,639.0,12046.76,6,0.1679,0
CR-102710,2024-05-28,37,Manufactura,19,5.2,2039.79,0.0,0,673.0,13034.68,6,0.1699,0
CR-100529,2024-05-09,55,Comercio,36,7.8,9481.96,37477.78,1,349.0,69765.64,18,0.2614,1
CR-103320,2024-11-22,20,Comercio,0,2.3,2251.89,3829.29,2,491.0,16701.31,6,0.2264,0
CR-100059,2024-10-01,49,Tecnología,29,4.1,,10089.26,2,622.0,62026.2,48,0.1808,0
CR-100948,2024-05-02,42,Comercio,24,9.3,2562.82,6539.61,2,385.0,7593.03,24,0.2554,0
CR-105804,2023-04-12,35,Servicios,17,18.5,3212.74,9628.2,1,419.0,17073.72,24,0.2499,0
CR-100281,2023-11-01,19,Comercio,0,13.1,11515.14,23111.61,3,598.0,46871.3,12,0.1732,0
CR-103348,2025-01-23,44,Servicios,22,3.1,3756.88,0.0,0,669.0,8124.22,18,0.1656,0
CR-101629,2024-12-28,50,Tecnología,26,9.0,5698.61,940.39,1,651.0,35262.56,48,0.1721,0
CR-102782,2025-03-02,44,Manufactura,22,5.3,2542.89,1041.22,2,666.0,15693.42,48,0.1833,0
CR-104180,2025-01-17,51,Servicios,33,3.4,4937.63,17981.04,2,300.0,16640.13,12,0.2763,1
CR-105200,2023-11-14,41,Servicios,18,3.9,4333.2,0.0,0,640.0,29337.61,48,0.1637,0
CR-105210,2023-08-27,42,Agro,21,1.5,,7608.23,1,563.0,14205.21,48,0.2275,0
CR-100451,2025-02-03,42,Tecnología,18,5.5,5405.94,5216.57,2,564.0,12976.8,6,0.1925,0
CR-103575,2025-06-14,18,Manufactura,0,6.5,,13826.29,3,343.0,15544.09,18,0.2605,1
CR-102732,2023-09-25,57,Servicios,35,6.7,,5865.67,1,560.0,18986.66,12,0.2317,0
CR-104698,2023-03-09,50,Manufactura,26,17.3,3668.33,9777.89,2,469.0,9812.67,36,0.2543,0
CR-101276,2023-12-09,31,Tecnología,11,8.0,1852.9,6826.47,2,300.0,8647.85,24,0.2755,1
CR-101283,2023-03-15,47,Construcción,26,6.8,1325.49,2278.46,3,440.0,7818.33,24,0.2297,0
CR-104047,2025-03-25,32,Agro,13,3.4,,10370.51,3,323.0,10133.99,6,0.2699,0
CR-105626,2023-12-29,42,Agro,21,3.5,2422.45,2684.88,2,554.0,10863.8,48,0.2281,0
CR-101530,2025-06-05,44,Manufactura,23,5.9,15242.64,0.0,0,849.0,23104.58,18,0.1309,0
CR-104033,2025-02-16,45,Servicios,24,3.7,4918.04,12504.16,3,447.0,14629.79,48,0.2428,0
CR-100805,2024-07-25,50,Tecnología,29,7.0,6204.13,0.0,0,663.0,11343.53,12,0.2,0
CR-105875,2023-12-03,50,Tecnología,32,4.6,,0.0,0,687.0,23009.38,12,0.1583,0
